 Manual1,Manual2,Manual3,Manual4,Manual5,Manual6,Manual7,FiBar,Generated,SIMPoly,DiameterJ
,,,,,,,,,42.0476,4
,,,,,,,,,28,4
,,,,,,,,,28,4
,,,,,,,,,28,6
,,,,,,,,,28.0713,6
,,,,,,,,,28.2843,6
,,,,,,,,,28.6356,6
,,,,,,,,,29.1204,6
,,,,,,,,,29.7321,6
,,,,,,,,,30.4631,6
,,,,,,,,,48.6621,6
,,,,,,,,,48.8262,6
,,,,,,,,,26.9072,6
,,,,,,,,,19.6977,6
,,,,,,,,,35.4401,6
,,,,,,,,,46,6
,,,,,,,,,41.2311,6
,,,,,,,,,29.5296,6
,,,,,,,,,30.5287,6
,,,,,,,,,31.6228,6
,,,,,,,,,32.8024,6
,,,,,,,,,34.0588,6
,,,,,,,,,35.3836,6
,,,,,,,,,36.7696,6
,,,,,,,,,38.2099,6
,,,,,,,,,47.5395,6
,,,,,,,,,46.5188,6
,,,,,,,,,26.9072,6
,,,,,,,,,18.868,6
,,,,,,,,,34.9285,6
,,,,,,,,,46.0435,6
,,,,,,,,,40.4969,6
,,,,,,,,,45.6508,6
,,,,,,,,,26,6
,,,,,,,,,18.4391,6
,,,,,,,,,34.5254,6
,,,,,,,,,46.1736,6
,,,,,,,,,39.8497,8
,,,,,,,,,44.7214,8
,,,,,,,,,24.0832,8
,,,,,,,,,17.8885,8
,,,,,,,,,34.9285,8
,,,,,,,,,48.0416,8
,,,,,,,,,39.2938,8
,,,,,,,,,43.6807,8
,,,,,,,,,42.19,8
,,,,,,,,,22.8035,8
,,,,,,,,,17.2047,8
,,,,,,,,,35.4401,8
,,,,,,,,,48.1664,8
,,,,,,,,,38.833,8
,,,,,,,,,41.6173,8
,,,,,,,,,23.3238,8
,,,,,,,,,16.9706,8
,,,,,,,,,34.9285,8
,,,,,,,,,48.3735,8
,,,,,,,,,38.4708,8
,,,,,,,,,39.4462,8
,,,,,,,,,41.1825,8
,,,,,,,,,22.3607,8
,,,,,,,,,16.9706,8
,,,,,,,,,34.9285,8
,,,,,,,,,48.6621,8
,,,,,,,,,38.2099,8
,,,,,,,,,38.4708,8
,,,,,,,,,40.2492,8
,,,,,,,,,22.0907,8
,,,,,,,,,17.2047,8
,,,,,,,,,35.4401,8
,,,,,,,,,49.0306,8
,,,,,,,,,38.0526,8
,,,,,,,,,36.7151,8
,,,,,,,,,39.2938,8
,,,,,,,,,37.5766,8
,,,,,,,,,22,8
,,,,,,,,,16.9706,8
,,,,,,,,,34.9285,8
,,,,,,,,,49.4773,8
,,,,,,,,,36,8
,,,,,,,,,34.9857,8
,,,,,,,,,36.7151,8
,,,,,,,,,22,8
,,,,,,,,,16.1245,8
,,,,,,,,,34.5254,8
,,,,,,,,,48,8
,,,,,,,,,36,8
,,,,,,,,,33.2866,8
,,,,,,,,,36.0555,8
,,,,,,,,,34.4093,8
,,,,,,,,,22,10
,,,,,,,,,17.088,10
,,,,,,,,,34.9285,10
,,,,,,,,,48,10
,,,,,,,,,36,10
,,,,,,,,,32.8024,10
,,,,,,,,,34.0588,10
,,,,,,,,,22,10
,,,,,,,,,16.1245,10
,,,,,,,,,35.4401,10
,,,,,,,,,50.04,10
,,,,,,,,,36,10
,,,,,,,,,31.241,10
,,,,,,,,,33.9411,10
,,,,,,,,,32.5576,10
,,,,,,,,,22,10
,,,,,,,,,17.2047,10
,,,,,,,,,34.9285,10
,,,,,,,,,50.1597,10
,,,,,,,,,36,10
,,,,,,,,,29.7321,10
,,,,,,,,,32.5576,10
,,,,,,,,,22,10
,,,,,,,,,16.9706,10
,,,,,,,,,34.5254,10
,,,,,,,,,50.3587,10
,,,,,,,,,36,10
,,,,,,,,,28.2843,10
,,,,,,,,,32.8024,10
,,,,,,,,,22,10
,,,,,,,,,16.1245,10
,,,,,,,,,34.9285,10
,,,,,,,,,50.636,10
,,,,,,,,,34.0588,10
,,,,,,,,,28.2843,10
,,,,,,,,,33.1059,10
,,,,,,,,,22,10
,,,,,,,,,17.2047,10
,,,,,,,,,34.9285,10
,,,,,,,,,50.9902,10
,,,,,,,,,34.2345,10
,,,,,,,,,26.9072,10
,,,,,,,,,32.249,10
,,,,,,,,,22,10
,,,,,,,,,16.9706,10
,,,,,,,,,34.5254,10
,,,,,,,,,51.4198,10
,,,,,,,,,34.5254,10
,,,,,,,,,27.2029,10
,,,,,,,,,31.6228,10
,,,,,,,,,22,12
,,,,,,,,,16.1245,12
,,,,,,,,,34.9285,12
,,,,,,,,,51.923,12
,,,,,,,,,34.9285,12
,,,,,,,,,26,12
,,,,,,,,,31.241,12
,,,,,,,,,32.5576,12
,,,,,,,,,22,12
,,,,,,,,,17.2047,12
,,,,,,,,,35.4401,12
,,,,,,,,,52,12
,,,,,,,,,35.4401,12
,,,,,,,,,26.0768,12
,,,,,,,,,32.5576,12
,,,,,,,,,22,12
,,,,,,,,,16.9706,12
,,,,,,,,,34.9285,12
,,,,,,,,,34.9285,12
,,,,,,,,,26,12
,,,,,,,,,32.5576,12
,,,,,,,,,33.9411,12
,,,,,,,,,22,12
,,,,,,,,,17.8885,12
,,,,,,,,,34.5254,12
,,,,,,,,,34,12
,,,,,,,,,25.2982,12
,,,,,,,,,34.0588,12
,,,,,,,,,35.609,12
,,,,,,,,,22,12
,,,,,,,,,18.1108,12
,,,,,,,,,34.9285,12
,,,,,,,,,34.0588,12
,,,,,,,,,24.7386,12
,,,,,,,,,36.0555,12
,,,,,,,,,37.7359,12
,,,,,,,,,22,12
,,,,,,,,,17.8885,12
,,,,,,,,,34.9285,12
,,,,,,,,,34.2345,12
,,,,,,,,,26,12
,,,,,,,,,38.4708,12
,,,,,,,,,40.2492,12
,,,,,,,,,22.0907,12
,,,,,,,,,18.868,12
,,,,,,,,,34.5254,12
,,,,,,,,,34.5254,12
,,,,,,,,,26,12
,,,,,,,,,41.1825,12
,,,,,,,,,42.4264,12
,,,,,,,,,22.3607,12
,,,,,,,,,20,12
,,,,,,,,,34.9285,12
,,,,,,,,,34.176,12
,,,,,,,,,26,12
,,,,,,,,,43.2666,12
,,,,,,,,,41.2311,12
,,,,,,,,,40.4969,12
,,,,,,,,,39.8497,12
,,,,,,,,,39.2938,12
,,,,,,,,,38.833,12
,,,,,,,,,38.4708,12
,,,,,,,,,38.2099,12
,,,,,,,,,38.0526,12
,,,,,,,,,38,12
,,,,,,,,,38,12
,,,,,,,,,38.0526,12
,,,,,,,,,38.0526,12
,,,,,,,,,38,12
,,,,,,,,,23.3238,12
,,,,,,,,,20.3961,12
,,,,,,,,,35.4401,12
,,,,,,,,,33.5261,12
,,,,,,,,,26,12
,,,,,,,,,42.19,12
,,,,,,,,,41.1825,12
,,,,,,,,,40.2492,12
,,,,,,,,,36.8782,12
,,,,,,,,,37.3631,12
,,,,,,,,,37.9473,12
,,,,,,,,,38.4708,12
,,,,,,,,,38.2099,12
,,,,,,,,,38.0526,12
,,,,,,,,,24.4131,12
,,,,,,,,,20.8806,12
,,,,,,,,,34.9285,12
,,,,,,,,,46.1736,12
,,,,,,,,,46.0435,12
,,,,,,,,,32.9848,12
,,,,,,,,,26,12
,,,,,,,,,41.6173,12
,,,,,,,,,38.6264,12
,,,,,,,,,39.2938,12
,,,,,,,,,39.2938,12
,,,,,,,,,22,12
,,,,,,,,,22,12
,,,,,,,,,22,12
,,,,,,,,,22,12
,,,,,,,,,21.5407,12
,,,,,,,,,25.6125,12
,,,,,,,,,21.6333,12
,,,,,,,,,34.5254,12
,,,,,,,,,44.4072,12
,,,,,,,,,44.1814,12
,,,,,,,,,34,12
,,,,,,,,,26,12
,,,,,,,,,38.6264,12
,,,,,,,,,39.2938,12
,,,,,,,,,39.8497,12
,,,,,,,,,40.05,12
,,,,,,,,,40,12
,,,,,,,,,23.3238,12
,,,,,,,,,22.3607,12
,,,,,,,,,20,12
,,,,,,,,,20,12
,,,,,,,,,20.0998,14
,,,,,,,,,20.3961,14
,,,,,,,,,20.8806,14
,,,,,,,,,21.5407,14
,,,,,,,,,21.5407,14
,,,,,,,,,25.4558,14
,,,,,,,,,22.8035,14
,,,,,,,,,34.9285,14
,,,,,,,,,42.7551,14
,,,,,,,,,42.4264,14
,,,,,,,,,42.0476,14
,,,,,,,,,33.5261,14
,,,,,,,,,26,14
,,,,,,,,,40.2492,14
,,,,,,,,,26.9072,14
,,,,,,,,,25.4558,14
,,,,,,,,,24.0832,14
,,,,,,,,,22.8035,14
,,,,,,,,,20,14
,,,,,,,,,20,14
,,,,,,,,,20.0998,14
,,,,,,,,,20.3961,14
,,,,,,,,,20.8806,14
,,,,,,,,,21.5407,14
,,,,,,,,,21.5407,14
,,,,,,,,,27.7849,14
,,,,,,,,,24.0832,14
,,,,,,,,,35.4401,14
,,,,,,,,,41.2311,14
,,,,,,,,,41.1825,14
,,,,,,,,,39.4462,14
,,,,,,,,,32.9848,14
,,,,,,,,,26,14
,,,,,,,,,39.4462,14
,,,,,,,,,40.4969,14
,,,,,,,,,28.4253,14
,,,,,,,,,26.9072,14
,,,,,,,,,20,14
,,,,,,,,,20,14
,,,,,,,,,20.0998,14
,,,,,,,,,20.3961,14
,,,,,,,,,20.8806,14
,,,,,,,,,21.5407,14
,,,,,,,,,21.5407,14
,,,,,,,,,28.8444,14
,,,,,,,,,25.0599,14
,,,,,,,,,36,14
,,,,,,,,,39.8497,14
,,,,,,,,,38.833,14
,,,,,,,,,32.5576,14
,,,,,,,,,25.2982,14
,,,,,,,,,40,14
,,,,,,,,,41.2311,14
,,,,,,,,,30.5287,14
,,,,,,,,,28.8444,14
,,,,,,,,,20,14
,,,,,,,,,20.0998,14
,,,,,,,,,20.3961,14
,,,,,,,,,20.8806,14
,,,,,,,,,21.5407,14
,,,,,,,,,22,14
,,,,,,,,,25.6125,14
,,,,,,,,,36,14
,,,,,,,,,38.6264,14
,,,,,,,,,38.4187,14
,,,,,,,,,26,14
,,,,,,,,,26,14
,,,,,,,,,26,14
,,,,,,,,,26,14
,,,,,,,,,26,14
,,,,,,,,,26,14
,,,,,,,,,26,14
,,,,,,,,,26,14
,,,,,,,,,25.2982,14
,,,,,,,,,24.7386,14
,,,,,,,,,24.3311,14
,,,,,,,,,32.9848,14
,,,,,,,,,24.7386,14
,,,,,,,,,41.0366,14
,,,,,,,,,42.4264,14
,,,,,,,,,36,14
,,,,,,,,,34.9285,14
,,,,,,,,,33.1059,14
,,,,,,,,,31.305,14
,,,,,,,,,21.6333,14
,,,,,,,,,22.8035,14
,,,,,,,,,26.9072,14
,,,,,,,,,36.0555,14
,,,,,,,,,37.5766,14
,,,,,,,,,38.2099,14
,,,,,,,,,26,14
,,,,,,,,,26,14
,,,,,,,,,26,14
,,,,,,,,,26,14
,,,,,,,,,26,14
,,,,,,,,,26,14
,,,,,,,,,26,14
,,,,,,,,,25.2982,14
,,,,,,,,,24.7386,14
,,,,,,,,,24.3311,14
,,,,,,,,,24.0832,14
,,,,,,,,,24,14
,,,,,,,,,24,14
,,,,,,,,,24,14
,,,,,,,,,32.9848,14
,,,,,,,,,24.3311,14
,,,,,,,,,38.4187,14
,,,,,,,,,42.4264,14
,,,,,,,,,43.8634,14
,,,,,,,,,37.9473,14
,,,,,,,,,22.6274,14
,,,,,,,,,24.0832,14
,,,,,,,,,28.2843,14
,,,,,,,,,36.2215,14
,,,,,,,,,36.7151,14
,,,,,,,,,26,14
,,,,,,,,,26,14
,,,,,,,,,26,14
,,,,,,,,,26,14
,,,,,,,,,26,14
,,,,,,,,,26,14
,,,,,,,,,26,14
,,,,,,,,,26,14
,,,,,,,,,25.2982,14
,,,,,,,,,24.7386,14
,,,,,,,,,24.3311,14
,,,,,,,,,24.0832,14
,,,,,,,,,24,14
,,,,,,,,,24,14
,,,,,,,,,24,14
,,,,,,,,,32.311,14
,,,,,,,,,24.0832,14
,,,,,,,,,38.833,14
,,,,,,,,,44.0454,14
,,,,,,,,,45.607,14
,,,,,,,,,39.2938,14
,,,,,,,,,24.0832,14
,,,,,,,,,25.6125,14
,,,,,,,,,27.2029,14
,,,,,,,,,29.7321,14
,,,,,,,,,36.4966,14
,,,,,,,,,36.0555,14
,,,,,,,,,26.0768,14
,,,,,,,,,26,14
,,,,,,,,,26,14
,,,,,,,,,26,14
,,,,,,,,,26,14
,,,,,,,,,26,14
,,,,,,,,,26,14
,,,,,,,,,26,14
,,,,,,,,,26,14
,,,,,,,,,26,14
,,,,,,,,,26,14
,,,,,,,,,26,14
,,,,,,,,,26,14
,,,,,,,,,25.2982,14
,,,,,,,,,24.7386,14
,,,,,,,,,24.3311,14
,,,,,,,,,24.0832,14
,,,,,,,,,24,14
,,,,,,,,,24,14
,,,,,,,,,24,14
,,,,,,,,,32,14
,,,,,,,,,24,14
,,,,,,,,,37.7359,14
,,,,,,,,,46.0435,14
,,,,,,,,,47.7074,14
,,,,,,,,,40.7922,14
,,,,,,,,,31.1127,14
,,,,,,,,,36.8782,14
,,,,,,,,,35.609,14
,,,,,,,,,27.7849,14
,,,,,,,,,26.8328,14
,,,,,,,,,26,14
,,,,,,,,,32,14
,,,,,,,,,24,14
,,,,,,,,,36.7151,14
,,,,,,,,,48.3735,14
,,,,,,,,,42.4264,14
,,,,,,,,,32.5576,14
,,,,,,,,,37.3631,14
,,,,,,,,,35.3836,14
,,,,,,,,,29.7321,14
,,,,,,,,,28.4253,14
,,,,,,,,,27.2029,14
,,,,,,,,,32.0624,14
,,,,,,,,,24,14
,,,,,,,,,35.7771,14
,,,,,,,,,49.1935,14
,,,,,,,,,50.9902,14
,,,,,,,,,52.8015,14
,,,,,,,,,44.1814,14
,,,,,,,,,34.0588,14
,,,,,,,,,37.9473,14
,,,,,,,,,35.3836,14
,,,,,,,,,30.2655,14
,,,,,,,,,26,14
,,,,,,,,,34.9285,14
,,,,,,,,,53.8516,14
,,,,,,,,,54.3323,14
,,,,,,,,,46.0435,14
,,,,,,,,,36.8782,14
,,,,,,,,,35.609,14
,,,,,,,,,38.6264,14
,,,,,,,,,35.3836,14
,,,,,,,,,30.5941,14
,,,,,,,,,26,14
,,,,,,,,,33.1059,14
,,,,,,,,,56.1427,14
,,,,,,,,,48,14
,,,,,,,,,38.4187,14
,,,,,,,,,36.8782,14
,,,,,,,,,35.3836,14
,,,,,,,,,31.0483,14
,,,,,,,,,26,14
,,,,,,,,,33.5261,14
,,,,,,,,,50,14
,,,,,,,,,38.833,14
,,,,,,,,,38.2099,14
,,,,,,,,,35.3836,14
,,,,,,,,,31.6228,14
,,,,,,,,,26,14
,,,,,,,,,32.8024,14
,,,,,,,,,39.4462,14
,,,,,,,,,35.609,14
,,,,,,,,,30,14
,,,,,,,,,30,14
,,,,,,,,,26,14
,,,,,,,,,31.6228,14
,,,,,,,,,41.1825,14
,,,,,,,,,36.0555,14
,,,,,,,,,28.8444,14
,,,,,,,,,30,14
,,,,,,,,,26,14
,,,,,,,,,30.2655,14
,,,,,,,,,60.0333,14
,,,,,,,,,42.0476,14
,,,,,,,,,35.3836,14
,,,,,,,,,36.7151,14
,,,,,,,,,27.7849,14
,,,,,,,,,30.0666,14
,,,,,,,,,26,14
,,,,,,,,,30.0666,14
,,,,,,,,,43.8634,14
,,,,,,,,,33.9411,14
,,,,,,,,,35.3836,14
,,,,,,,,,37.5766,14
,,,,,,,,,26.8328,14
,,,,,,,,,30.2655,14
,,,,,,,,,25.2982,14
,,,,,,,,,30,14
,,,,,,,,,44.1814,14
,,,,,,,,,39.4462,14
,,,,,,,,,38.4708,14
,,,,,,,,,31.6228,14
,,,,,,,,,32.8024,14
,,,,,,,,,34.0588,14
,,,,,,,,,40.4969,14
,,,,,,,,,38.6264,14
,,,,,,,,,26.6833,14
,,,,,,,,,30.4631,14
,,,,,,,,,24.7386,14
,,,,,,,,,28,14
,,,,,,,,,44.4072,14
,,,,,,,,,38.833,14
,,,,,,,,,38.4708,14
,,,,,,,,,31.305,14
,,,,,,,,,32,14
,,,,,,,,,41.7612,14
,,,,,,,,,26.3059,14
,,,,,,,,,29.1204,14
,,,,,,,,,24.3311,14
,,,,,,,,,28.0713,14
,,,,,,,,,52.0384,14
,,,,,,,,,51.4198,14
,,,,,,,,,46.6905,14
,,,,,,,,,36.2215,14
,,,,,,,,,36.0555,14
,,,,,,,,,36,14
,,,,,,,,,36,14
,,,,,,,,,36,14
,,,,,,,,,36,14
,,,,,,,,,36,14
,,,,,,,,,36,14
,,,,,,,,,36,14
,,,,,,,,,36.0555,14
,,,,,,,,,36,14
,,,,,,,,,32,14
,,,,,,,,,30.0666,14
,,,,,,,,,30.2655,14
,,,,,,,,,30.5941,14
,,,,,,,,,30.2655,14
,,,,,,,,,30.0666,14
,,,,,,,,,30,14
,,,,,,,,,41.0366,14
,,,,,,,,,27.8568,14
,,,,,,,,,28,14
,,,,,,,,,43.1741,14
,,,,,,,,,26.0768,14
,,,,,,,,,29.7321,14
,,,,,,,,,24.0832,14
,,,,,,,,,28.2843,14
,,,,,,,,,50,14
,,,,,,,,,49.0306,14
,,,,,,,,,49.0306,14
,,,,,,,,,45.3431,14
,,,,,,,,,34.5254,14
,,,,,,,,,34.9285,14
,,,,,,,,,35.4401,14
,,,,,,,,,36.0555,14
,,,,,,,,,36.2215,14
,,,,,,,,,34,14
,,,,,,,,,33.1059,14
,,,,,,,,,32.311,14
,,,,,,,,,31.0483,14
,,,,,,,,,30.5941,14
,,,,,,,,,30.2655,14
,,,,,,,,,30.0666,14
,,,,,,,,,30,14
,,,,,,,,,30,14
,,,,,,,,,30,14
,,,,,,,,,30,14
,,,,,,,,,30,14
,,,,,,,,,30,14
,,,,,,,,,30,14
,,,,,,,,,30,14
,,,,,,,,,30,14
,,,,,,,,,41.0366,14
,,,,,,,,,28,14
,,,,,,,,,27.8568,14
,,,,,,,,,27.2029,14
,,,,,,,,,26.6833,14
,,,,,,,,,26.3059,14
,,,,,,,,,26.0768,14
,,,,,,,,,26,14
,,,,,,,,,26,14
,,,,,,,,,26.0768,14
,,,,,,,,,26.3059,14
,,,,,,,,,26.6833,14
,,,,,,,,,28,14
,,,,,,,,,28,14
,,,,,,,,,28.0713,14
,,,,,,,,,28.2843,14
,,,,,,,,,28.6356,14
,,,,,,,,,29.1204,14
,,,,,,,,,29.7321,14
,,,,,,,,,30,14
,,,,,,,,,30,14
,,,,,,,,,30.0666,14
,,,,,,,,,30.2655,14
,,,,,,,,,30.5941,14
,,,,,,,,,31.0483,14
,,,,,,,,,31.6228,14
,,,,,,,,,32,14
,,,,,,,,,32,14
,,,,,,,,,32,14
,,,,,,,,,32,14
,,,,,,,,,32,14
,,,,,,,,,32,14
,,,,,,,,,32,14
,,,,,,,,,34,14
,,,,,,,,,34,14
,,,,,,,,,44.7214,14
,,,,,,,,,26,14
,,,,,,,,,30,14
,,,,,,,,,24,14
,,,,,,,,,28.6356,14
,,,,,,,,,50,14
,,,,,,,,,46.6905,14
,,,,,,,,,46.3897,14
,,,,,,,,,45.6946,14
,,,,,,,,,51.4198,14
,,,,,,,,,46.6905,14
,,,,,,,,,45.2548,14
,,,,,,,,,28.8444,14
,,,,,,,,,27.7849,14
,,,,,,,,,32,14
,,,,,,,,,32,14
,,,,,,,,,32,14
,,,,,,,,,32.0624,14
,,,,,,,,,32.249,14
,,,,,,,,,32.5576,14
,,,,,,,,,32.9848,14
,,,,,,,,,34,14
,,,,,,,,,34.0588,14
,,,,,,,,,34.2345,14
,,,,,,,,,34.5254,14
,,,,,,,,,34.9285,14
,,,,,,,,,35.4401,14
,,,,,,,,,36,14
,,,,,,,,,36,14
,,,,,,,,,36.0555,14
,,,,,,,,,36.2215,14
,,,,,,,,,36.4966,14
,,,,,,,,,36.8782,14
,,,,,,,,,37.3631,14
,,,,,,,,,37.9473,14
,,,,,,,,,38,14
,,,,,,,,,38,14
,,,,,,,,,38,14
,,,,,,,,,38,14
,,,,,,,,,38,14
,,,,,,,,,38,14
,,,,,,,,,38,14
,,,,,,,,,46.3897,14
,,,,,,,,,26,14
,,,,,,,,,28,14
,,,,,,,,,24,14
,,,,,,,,,29.1204,14
,,,,,,,,,48,14
,,,,,,,,,44.0454,14
,,,,,,,,,42.9418,14
,,,,,,,,,52.9528,14
,,,,,,,,,49.679,14
,,,,,,,,,48.1664,14
,,,,,,,,,46.6905,14
,,,,,,,,,29.7321,14
,,,,,,,,,28.4253,14
,,,,,,,,,38,14
,,,,,,,,,38,14
,,,,,,,,,38.0526,14
,,,,,,,,,38.2099,14
,,,,,,,,,38.4708,14
,,,,,,,,,38.833,14
,,,,,,,,,39.2938,14
,,,,,,,,,39.8497,14
,,,,,,,,,40,14
,,,,,,,,,40.05,14
,,,,,,,,,40.1995,14
,,,,,,,,,40.4475,14
,,,,,,,,,40.7922,14
,,,,,,,,,41.2311,14
,,,,,,,,,41.7612,14
,,,,,,,,,42,14
,,,,,,,,,42.0476,14
,,,,,,,,,42.19,14
,,,,,,,,,42.4264,14
,,,,,,,,,42.7551,14
,,,,,,,,,43.1741,14
,,,,,,,,,43.6807,14
,,,,,,,,,44,14
,,,,,,,,,44,14
,,,,,,,,,44,14
,,,,,,,,,44,14
,,,,,,,,,44,14
,,,,,,,,,44,14
,,,,,,,,,44,14
,,,,,,,,,44,14
,,,,,,,,,26,14
,,,,,,,,,28.0713,14
,,,,,,,,,24,14
,,,,,,,,,29.7321,14
,,,,,,,,,46,14
,,,,,,,,,42,14
,,,,,,,,,40.4969,14
,,,,,,,,,51.614,14
,,,,,,,,,50,14
,,,,,,,,,32.5576,14
,,,,,,,,,31.1127,14
,,,,,,,,,29.7321,14
,,,,,,,,,44,14
,,,,,,,,,44.0454,14
,,,,,,,,,44.1814,14
,,,,,,,,,44.4072,14
,,,,,,,,,44.7214,14
,,,,,,,,,45.1221,14
,,,,,,,,,45.607,14
,,,,,,,,,46,14
,,,,,,,,,46.0435,14
,,,,,,,,,46.1736,14
,,,,,,,,,46.3897,14
,,,,,,,,,46.6905,14
,,,,,,,,,47.0744,14
,,,,,,,,,47.5395,14
,,,,,,,,,48,14
,,,,,,,,,48,14
,,,,,,,,,48.0416,14
,,,,,,,,,48.1664,14
,,,,,,,,,48.3735,14
,,,,,,,,,48.6621,14
,,,,,,,,,49.0306,14
,,,,,,,,,49.4773,14
,,,,,,,,,26,14
,,,,,,,,,28.2843,14
,,,,,,,,,26,14
,,,,,,,,,30,14
,,,,,,,,,44,14
,,,,,,,,,40,14
,,,,,,,,,38.4187,14
,,,,,,,,,36.8782,14
,,,,,,,,,53.8516,14
,,,,,,,,,52.1536,14
,,,,,,,,,34.4093,14
,,,,,,,,,32.8024,14
,,,,,,,,,49.3964,14
,,,,,,,,,50.1597,14
,,,,,,,,,50.9902,14
,,,,,,,,,26,14
,,,,,,,,,28.6356,14
,,,,,,,,,26,14
