 Manual1,Manual2 ,Manual3,Manual4,Manual5 ,Manual6,Manual7 ,FiBar,Generated ,SIMPoly,DiameterJ
,,,,,,,,,22,4
,,,,,,,,,12.6491,4
,,,,,,,,,26,4
,,,,,,,,,22.3607,4
,,,,,,,,,22.8035,4
,,,,,,,,,22.8035,4
,,,,,,,,,51.614,4
,,,,,,,,,26.6833,4
,,,,,,,,,22,4
,,,,,,,,,13.4164,4
,,,,,,,,,25.2982,4
,,,,,,,,,22.3607,4
,,,,,,,,,22.8035,4
,,,,,,,,,22.8035,4
,,,,,,,,,51.225,4
,,,,,,,,,26.6833,4
,,,,,,,,,22,4
,,,,,,,,,12.1655,4
,,,,,,,,,24.7386,4
,,,,,,,,,22.3607,4
,,,,,,,,,22.8035,4
,,,,,,,,,22.8035,4
,,,,,,,,,52.4976,4
,,,,,,,,,27.2029,4
,,,,,,,,,22,6
,,,,,,,,,12.6491,6
,,,,,,,,,24.3311,6
,,,,,,,,,22.3607,6
,,,,,,,,,22.8035,6
,,,,,,,,,22.8035,6
,,,,,,,,,52.345,6
,,,,,,,,,27.2029,6
,,,,,,,,,22,6
,,,,,,,,,13.4164,6
,,,,,,,,,24.0832,6
,,,,,,,,,22.3607,6
,,,,,,,,,22.8035,6
,,,,,,,,,23.4094,6
,,,,,,,,,53.7401,6
,,,,,,,,,26.3059,6
,,,,,,,,,22,6
,,,,,,,,,13.4164,6
,,,,,,,,,24,6
,,,,,,,,,22.3607,6
,,,,,,,,,22.8035,6
,,,,,,,,,23.4094,6
,,,,,,,,,54.9181,6
,,,,,,,,,26.6833,6
,,,,,,,,,22,6
,,,,,,,,,12.1655,6
,,,,,,,,,24,6
,,,,,,,,,22.0907,6
,,,,,,,,,22.3607,6
,,,,,,,,,22.8035,6
,,,,,,,,,22.8035,6
,,,,,,,,,56.0357,6
,,,,,,,,,27.2029,6
,,,,,,,,,22,6
,,,,,,,,,12.6491,6
,,,,,,,,,22,6
,,,,,,,,,22.3607,6
,,,,,,,,,22.8035,6
,,,,,,,,,22.8035,6
,,,,,,,,,56.1427,6
,,,,,,,,,26.6833,6
,,,,,,,,,22,6
,,,,,,,,,13.4164,6
,,,,,,,,,22.0907,6
,,,,,,,,,22.3607,6
,,,,,,,,,22.8035,6
,,,,,,,,,22.8035,6
,,,,,,,,,56.8507,6
,,,,,,,,,26.6833,6
,,,,,,,,,22,6
,,,,,,,,,12.1655,6
,,,,,,,,,22.3607,8
,,,,,,,,,22.3607,8
,,,,,,,,,22.8035,8
,,,,,,,,,22.8035,8
,,,,,,,,,56.6392,8
,,,,,,,,,27.2029,8
,,,,,,,,,22,8
,,,,,,,,,12.6491,8
,,,,,,,,,22.8035,8
,,,,,,,,,22.3607,8
,,,,,,,,,22.8035,8
,,,,,,,,,22.8035,8
,,,,,,,,,27.2029,8
,,,,,,,,,22,8
,,,,,,,,,13.4164,8
,,,,,,,,,22.8035,8
,,,,,,,,,22.3607,8
,,,,,,,,,22.8035,8
,,,,,,,,,22.8035,8
,,,,,,,,,26.3059,8
,,,,,,,,,21.5407,8
,,,,,,,,,12.1655,8
,,,,,,,,,22.3607,8
,,,,,,,,,22.3607,8
,,,,,,,,,22.8035,8
,,,,,,,,,22.8035,8
,,,,,,,,,26.6833,8
,,,,,,,,,20.8806,8
,,,,,,,,,12.6491,8
,,,,,,,,,22.8035,8
,,,,,,,,,22.3607,8
,,,,,,,,,22.8035,8
,,,,,,,,,23.4094,8
,,,,,,,,,27.2029,8
,,,,,,,,,20.3961,8
,,,,,,,,,13.4164,8
,,,,,,,,,22.8035,8
,,,,,,,,,22.0907,8
,,,,,,,,,22.3607,8
,,,,,,,,,22.8035,8
,,,,,,,,,22.8035,8
,,,,,,,,,26.6833,8
,,,,,,,,,20.0998,8
,,,,,,,,,13.4164,8
,,,,,,,,,22.3607,8
,,,,,,,,,22.3607,8
,,,,,,,,,22.8035,8
,,,,,,,,,22.8035,8
,,,,,,,,,26.6833,8
,,,,,,,,,20,8
,,,,,,,,,12.1655,8
,,,,,,,,,22.8035,8
,,,,,,,,,22.3607,8
,,,,,,,,,22.8035,8
,,,,,,,,,22.8035,8
,,,,,,,,,54.9181,8
,,,,,,,,,27.2029,8
,,,,,,,,,20,8
,,,,,,,,,12.6491,8
,,,,,,,,,22.8035,10
,,,,,,,,,22.3607,10
,,,,,,,,,22.8035,10
,,,,,,,,,22.8035,10
,,,,,,,,,51.4198,10
,,,,,,,,,53.3667,10
,,,,,,,,,27.2029,10
,,,,,,,,,20,10
,,,,,,,,,13.4164,10
,,,,,,,,,22.3607,10
,,,,,,,,,22.3607,10
,,,,,,,,,22.8035,10
,,,,,,,,,22.8035,10
,,,,,,,,,50,10
,,,,,,,,,60.4649,10
,,,,,,,,,26.3059,10
,,,,,,,,,20,10
,,,,,,,,,12.1655,10
,,,,,,,,,22.8035,10
,,,,,,,,,22.3607,10
,,,,,,,,,22.8035,10
,,,,,,,,,22.8035,10
,,,,,,,,,46.8188,10
,,,,,,,,,48.0833,10
,,,,,,,,,58.8218,10
,,,,,,,,,26.6833,10
,,,,,,,,,22,10
,,,,,,,,,12.6491,10
,,,,,,,,,23.4094,10
,,,,,,,,,22.3607,10
,,,,,,,,,22.8035,10
,,,,,,,,,22.8035,10
,,,,,,,,,42.0476,10
,,,,,,,,,43.8634,10
,,,,,,,,,45.1221,10
,,,,,,,,,58.4123,10
,,,,,,,,,27.2029,10
,,,,,,,,,22,10
,,,,,,,,,13.4164,10
,,,,,,,,,22.3607,10
,,,,,,,,,22.3607,10
,,,,,,,,,22.8035,10
,,,,,,,,,23.4094,10
,,,,,,,,,36.0555,10
,,,,,,,,,37.7359,10
,,,,,,,,,39.4462,10
,,,,,,,,,41.1825,10
,,,,,,,,,58.1378,10
,,,,,,,,,26.6833,10
,,,,,,,,,22,10
,,,,,,,,,12.1655,10
,,,,,,,,,22.8035,10
,,,,,,,,,22.3607,10
,,,,,,,,,22.8035,10
,,,,,,,,,23.4094,10
,,,,,,,,,31.1127,10
,,,,,,,,,32.5576,10
,,,,,,,,,34.0588,10
,,,,,,,,,35.609,10
,,,,,,,,,58,10
,,,,,,,,,26.6833,10
,,,,,,,,,22,10
,,,,,,,,,12.6491,10
,,,,,,,,,23.4094,10
,,,,,,,,,22.0907,10
,,,,,,,,,22.3607,10
,,,,,,,,,22.8035,10
,,,,,,,,,22.8035,10
,,,,,,,,,28.4253,10
,,,,,,,,,29.7321,10
,,,,,,,,,31.1127,10
,,,,,,,,,27.2029,10
,,,,,,,,,22,10
,,,,,,,,,13.4164,10
,,,,,,,,,22.0907,10
,,,,,,,,,22.3607,10
,,,,,,,,,22.8035,10
,,,,,,,,,23.4094,10
,,,,,,,,,24,10
,,,,,,,,,24.0832,10
,,,,,,,,,24.3311,10
,,,,,,,,,26,10
,,,,,,,,,26.8328,10
,,,,,,,,,27.7849,10
,,,,,,,,,28.8444,10
,,,,,,,,,27.2029,10
,,,,,,,,,22,10
,,,,,,,,,13.4164,10
,,,,,,,,,22.3607,10
,,,,,,,,,24.1661,10
,,,,,,,,,24.7386,10
,,,,,,,,,26.3059,10
,,,,,,,,,22,10
,,,,,,,,,12.6491,10
,,,,,,,,,22.8035,10
,,,,,,,,,26.6833,10
,,,,,,,,,22,10
,,,,,,,,,13.4164,10
,,,,,,,,,22.8035,10
,,,,,,,,,53.7401,10
,,,,,,,,,27.2029,10
,,,,,,,,,22,10
,,,,,,,,,13.4164,10
,,,,,,,,,22.3607,10
,,,,,,,,,53.2541,10
,,,,,,,,,26.6833,10
,,,,,,,,,22,10
,,,,,,,,,12.1655,10
,,,,,,,,,22.8035,10
,,,,,,,,,52.8015,10
,,,,,,,,,51.225,10
,,,,,,,,,49.679,10
,,,,,,,,,26.6833,10
,,,,,,,,,22,10
,,,,,,,,,12.6491,10
,,,,,,,,,22.8035,10
,,,,,,,,,49.5177,10
,,,,,,,,,48.0833,10
,,,,,,,,,27.2029,10
,,,,,,,,,22,10
,,,,,,,,,13.4164,10
,,,,,,,,,22.3607,10
,,,,,,,,,52.8394,10
,,,,,,,,,48,10
,,,,,,,,,46.6476,10
,,,,,,,,,27.2029,10
,,,,,,,,,22,10
,,,,,,,,,12.1655,10
,,,,,,,,,22.8035,10
,,,,,,,,,51.8845,10
,,,,,,,,,46,10
,,,,,,,,,44.4072,10
,,,,,,,,,42.8019,10
,,,,,,,,,26.3059,10
,,,,,,,,,21.5407,10
,,,,,,,,,12.6491,10
,,,,,,,,,22.8035,10
,,,,,,,,,50.1199,10
,,,,,,,,,42.5206,10
,,,,,,,,,26.6833,10
,,,,,,,,,20.8806,10
,,,,,,,,,13.4164,10
,,,,,,,,,22.3607,10
,,,,,,,,,48.3735,10
,,,,,,,,,42.4264,10
,,,,,,,,,41.0366,10
,,,,,,,,,27.2029,10
,,,,,,,,,20.3961,10
,,,,,,,,,12.1655,10
,,,,,,,,,22.8035,10
,,,,,,,,,46.6476,10
,,,,,,,,,41.0366,10
,,,,,,,,,39.4462,10
,,,,,,,,,26.6833,10
,,,,,,,,,20.0998,10
,,,,,,,,,12.6491,10
,,,,,,,,,22.8035,10
,,,,,,,,,44.9444,10
,,,,,,,,,38.833,10
,,,,,,,,,26.6833,10
,,,,,,,,,20,10
,,,,,,,,,13.4164,10
,,,,,,,,,22.3607,10
,,,,,,,,,44.4072,10
,,,,,,,,,38.4187,10
,,,,,,,,,27.2029,10
,,,,,,,,,20,10
,,,,,,,,,13.4164,10
,,,,,,,,,22.8035,10
,,,,,,,,,41.6173,10
,,,,,,,,,38.2099,10
,,,,,,,,,27.2029,10
,,,,,,,,,20,10
,,,,,,,,,12.1655,10
,,,,,,,,,22.8035,10
,,,,,,,,,40,10
,,,,,,,,,37.5766,10
,,,,,,,,,26.3059,10
,,,,,,,,,20,10
,,,,,,,,,12.6491,10
,,,,,,,,,22.3607,10
,,,,,,,,,39.6989,10
,,,,,,,,,36.7151,10
,,,,,,,,,26.6833,10
,,,,,,,,,22,10
,,,,,,,,,13.4164,10
,,,,,,,,,22.8035,10
,,,,,,,,,38.2099,10
,,,,,,,,,36.0555,10
,,,,,,,,,27.2029,10
,,,,,,,,,22,10
,,,,,,,,,12.1655,10
,,,,,,,,,22.8035,10
,,,,,,,,,38.2099,10
,,,,,,,,,35.609,10
,,,,,,,,,26.6833,10
,,,,,,,,,22,10
,,,,,,,,,12.6491,10
,,,,,,,,,22.3607,10
,,,,,,,,,35.3836,10
,,,,,,,,,35.3836,10
,,,,,,,,,26.6833,10
,,,,,,,,,22,10
,,,,,,,,,13.4164,10
,,,,,,,,,22.8035,10
,,,,,,,,,33.9411,10
,,,,,,,,,35.3836,10
,,,,,,,,,27.2029,10
,,,,,,,,,22,10
,,,,,,,,,12.1655,10
,,,,,,,,,23.4094,10
,,,,,,,,,34.0588,10
,,,,,,,,,35.3836,10
,,,,,,,,,27.2029,10
,,,,,,,,,22,10
,,,,,,,,,12.6491,10
,,,,,,,,,22.3607,10
,,,,,,,,,32.8024,10
,,,,,,,,,35.3836,10
,,,,,,,,,26.3059,10
,,,,,,,,,22,10
,,,,,,,,,13.4164,10
,,,,,,,,,22.8035,10
,,,,,,,,,32.249,10
,,,,,,,,,35.3836,10
,,,,,,,,,26.6833,10
,,,,,,,,,22,10
,,,,,,,,,13.4164,10
,,,,,,,,,23.4094,10
,,,,,,,,,30.5287,10
,,,,,,,,,35.3836,10
,,,,,,,,,27.2029,10
,,,,,,,,,22,10
,,,,,,,,,12.6491,10
,,,,,,,,,22.0907,10
,,,,,,,,,29.5296,10
,,,,,,,,,35.3836,10
,,,,,,,,,26.6833,10
,,,,,,,,,22,10
,,,,,,,,,13.4164,10
,,,,,,,,,22.3607,10
,,,,,,,,,28.6356,10
,,,,,,,,,35.3836,10
,,,,,,,,,26.6833,10
,,,,,,,,,22,10
,,,,,,,,,13.4164,10
,,,,,,,,,22.8035,10
,,,,,,,,,28.6356,10
,,,,,,,,,34.9857,10
,,,,,,,,,27.2029,10
,,,,,,,,,22,10
,,,,,,,,,12.1655,10
,,,,,,,,,22.8035,10
,,,,,,,,,27.7849,10
,,,,,,,,,34.4093,10
,,,,,,,,,27.2029,10
,,,,,,,,,21.5407,10
,,,,,,,,,12.6491,10
,,,,,,,,,22.3607,10
,,,,,,,,,26.8328,10
,,,,,,,,,34.0588,10
,,,,,,,,,26.3059,10
,,,,,,,,,20.8806,10
,,,,,,,,,13.4164,10
,,,,,,,,,22.8035,10
,,,,,,,,,26.3059,10
,,,,,,,,,33.9411,10
,,,,,,,,,26.6833,10
,,,,,,,,,20.3961,10
,,,,,,,,,12.1655,10
,,,,,,,,,22.8035,10
,,,,,,,,,26.0768,10
,,,,,,,,,33.9411,10
,,,,,,,,,27.2029,10
,,,,,,,,,20.0998,10
,,,,,,,,,12.6491,10
,,,,,,,,,22.3607,10
,,,,,,,,,26,10
,,,,,,,,,34.0588,10
,,,,,,,,,26.6833,10
,,,,,,,,,20,10
,,,,,,,,,13.4164,10
,,,,,,,,,22.8035,10
,,,,,,,,,24,10
,,,,,,,,,35.609,10
,,,,,,,,,26.8328,10
,,,,,,,,,20,10
,,,,,,,,,12.1655,10
,,,,,,,,,22.8035,10
,,,,,,,,,24,10
,,,,,,,,,36.0555,10
,,,,,,,,,27.7849,10
,,,,,,,,,20,10
,,,,,,,,,12.6491,10
,,,,,,,,,22.3607,10
,,,,,,,,,24.0832,10
,,,,,,,,,36.7151,10
,,,,,,,,,28,10
,,,,,,,,,20,10
,,,,,,,,,13.4164,10
,,,,,,,,,22.8035,10
,,,,,,,,,24.0832,10
,,,,,,,,,36.7696,10
,,,,,,,,,28.4253,10
,,,,,,,,,22,10
,,,,,,,,,13.4164,10
,,,,,,,,,22.8035,10
,,,,,,,,,22.8035,10
,,,,,,,,,36.7696,10
,,,,,,,,,29.7321,10
,,,,,,,,,22,10
,,,,,,,,,12.1655,10
,,,,,,,,,22.3607,10
,,,,,,,,,23.3238,10
,,,,,,,,,36.8782,10
,,,,,,,,,29.7321,10
,,,,,,,,,22,10
,,,,,,,,,12.6491,10
,,,,,,,,,22.8035,10
,,,,,,,,,22.3607,10
,,,,,,,,,37.2022,10
,,,,,,,,,31.1127,10
,,,,,,,,,22,10
,,,,,,,,,13.4164,10
,,,,,,,,,22.8035,10
,,,,,,,,,23.3238,10
,,,,,,,,,37.7359,10
,,,,,,,,,39.4462,10
,,,,,,,,,31.241,10
,,,,,,,,,22,10
,,,,,,,,,12.1655,10
,,,,,,,,,22.3607,10
,,,,,,,,,22.3607,10
,,,,,,,,,39.598,10
,,,,,,,,,32.8024,10
,,,,,,,,,22,10
,,,,,,,,,12.6491,10
,,,,,,,,,22.8035,10
,,,,,,,,,23.3238,10
,,,,,,,,,39.598,10
,,,,,,,,,41.0366,10
,,,,,,,,,22,10
,,,,,,,,,13.4164,10
,,,,,,,,,22.8035,10
,,,,,,,,,22.3607,10
,,,,,,,,,41.2311,10
,,,,,,,,,22,10
,,,,,,,,,12.1655,10
,,,,,,,,,22.3607,10
,,,,,,,,,21.6333,10
,,,,,,,,,41.6173,10
,,,,,,,,,22,10
,,,,,,,,,12.6491,10
,,,,,,,,,22.8035,10
,,,,,,,,,22.8035,10
,,,,,,,,,42.19,10
,,,,,,,,,43.8634,10
,,,,,,,,,22,10
,,,,,,,,,13.4164,10
,,,,,,,,,22.8035,10
,,,,,,,,,22.3607,10
,,,,,,,,,43.8634,10
,,,,,,,,,45.3431,10
,,,,,,,,,31.6228,10
,,,,,,,,,30,10
,,,,,,,,,28.4253,10
,,,,,,,,,22,10
,,,,,,,,,13.4164,10
,,,,,,,,,22.3607,10
,,,,,,,,,23.3238,10
,,,,,,,,,45.607,10
,,,,,,,,,28.2843,10
,,,,,,,,,26.9072,10
,,,,,,,,,25.4558,10
,,,,,,,,,22,10
,,,,,,,,,12.1655,10
,,,,,,,,,22.8035,10
,,,,,,,,,24.1661,10
,,,,,,,,,46.0435,10
,,,,,,,,,25.6125,10
,,,,,,,,,24.4131,10
,,,,,,,,,22,10
,,,,,,,,,12.6491,10
,,,,,,,,,23.4094,10
,,,,,,,,,23.3238,10
,,,,,,,,,46.6476,10
,,,,,,,,,39.598,10
,,,,,,,,,24,10
,,,,,,,,,24,10
,,,,,,,,,22,10
,,,,,,,,,13.4164,10
,,,,,,,,,22.0907,10
,,,,,,,,,24.1661,10
,,,,,,,,,46.6905,10
,,,,,,,,,48.0833,10
,,,,,,,,,41.2311,10
,,,,,,,,,39.6989,10
,,,,,,,,,22.0907,10
,,,,,,,,,22.3607,10
,,,,,,,,,22.8035,10
,,,,,,,,,22.8035,10
,,,,,,,,,22,10
,,,,,,,,,12.1655,10
,,,,,,,,,22.3607,10
,,,,,,,,,24.3311,10
,,,,,,,,,48.1664,10
,,,,,,,,,44.9444,10
,,,,,,,,,43.2666,10
,,,,,,,,,41.6173,10
,,,,,,,,,22.3607,10
,,,,,,,,,22.8035,10
,,,,,,,,,22.8035,10
,,,,,,,,,23.3238,10
,,,,,,,,,12.6491,10
,,,,,,,,,22.8035,10
,,,,,,,,,24.1661,10
,,,,,,,,,48.4149,10
,,,,,,,,,50,10
,,,,,,,,,47.4131,10
,,,,,,,,,45.6508,10
,,,,,,,,,22.3607,10
,,,,,,,,,22.8035,10
,,,,,,,,,22.8035,10
,,,,,,,,,24,10
,,,,,,,,,13.4164,10
,,,,,,,,,22.8035,10
,,,,,,,,,25.0599,10
,,,,,,,,,50.4777,10
,,,,,,,,,50,10
,,,,,,,,,48.3322,10
,,,,,,,,,22.3607,10
,,,,,,,,,22.8035,10
,,,,,,,,,22.8035,10
,,,,,,,,,24.0832,10
,,,,,,,,,12.1655,10
,,,,,,,,,22.3607,10
,,,,,,,,,24.1661,10
,,,,,,,,,50.9117,10
,,,,,,,,,52.345,10
,,,,,,,,,52.1536,10
,,,,,,,,,51.264,10
,,,,,,,,,22.3607,10
,,,,,,,,,22.8035,10
,,,,,,,,,22.8035,10
,,,,,,,,,25.4558,10
,,,,,,,,,12.6491,10
,,,,,,,,,22.8035,10
,,,,,,,,,25.0599,10
,,,,,,,,,52.345,10
,,,,,,,,,22.3607,10
,,,,,,,,,22.8035,10
,,,,,,,,,22.8035,10
,,,,,,,,,13.4164,10
,,,,,,,,,22.8035,10
,,,,,,,,,26,10
,,,,,,,,,22.3607,10
,,,,,,,,,22.8035,10
,,,,,,,,,23.4094,10
,,,,,,,,,12.1655,10
,,,,,,,,,22.3607,10
,,,,,,,,,26.0768,10
,,,,,,,,,22.3607,10
,,,,,,,,,22.8035,10
,,,,,,,,,23.4094,10
,,,,,,,,,12.6491,10
,,,,,,,,,22.8035,10
,,,,,,,,,26.0768,10
,,,,,,,,,22.0907,10
,,,,,,,,,22.3607,10
,,,,,,,,,22.8035,10
,,,,,,,,,23.4094,10
,,,,,,,,,24,10
,,,,,,,,,24.0832,10
,,,,,,,,,24.3311,10
,,,,,,,,,13.4164,10
,,,,,,,,,22.8035,10
,,,,,,,,,27.2029,10
,,,,,,,,,24.1661,10
,,,,,,,,,13.4164,10
,,,,,,,,,22.3607,10
,,,,,,,,,26.6833,10
,,,,,,,,,12.1655,10
,,,,,,,,,22.8035,10
,,,,,,,,,26.3059,10
,,,,,,,,,12.6491,10
,,,,,,,,,22.8035,10
,,,,,,,,,28.0713,10
,,,,,,,,,51.225,10
,,,,,,,,,28.2843,10
,,,,,,,,,13.4164,10
,,,,,,,,,22.3607,10
,,,,,,,,,27.8568,10
,,,,,,,,,50,10
,,,,,,,,,28.2843,10
,,,,,,,,,12.1655,10
,,,,,,,,,27.2029,10
,,,,,,,,,22.8035,10
,,,,,,,,,28.6356,10
,,,,,,,,,50.4777,10
,,,,,,,,,28.4253,10
,,,,,,,,,12.6491,10
,,,,,,,,,27.2029,10
,,,,,,,,,26.6833,10
,,,,,,,,,26.3059,10
,,,,,,,,,26,10
,,,,,,,,,22.8035,10
,,,,,,,,,28.6356,10
,,,,,,,,,49.3964,10
,,,,,,,,,13.4164,10
,,,,,,,,,27.2029,10
,,,,,,,,,26.6833,10
,,,,,,,,,26,10
,,,,,,,,,22.3607,10
,,,,,,,,,28.6356,10
,,,,,,,,,48.0833,10
,,,,,,,,,12.1655,10
,,,,,,,,,27.2029,10
,,,,,,,,,26.6833,10
,,,,,,,,,26.3059,10
,,,,,,,,,26,10
,,,,,,,,,22.8035,10
,,,,,,,,,29.5296,10
,,,,,,,,,46.6905,10
,,,,,,,,,12.6491,10
,,,,,,,,,27.2029,10
,,,,,,,,,26.6833,10
,,,,,,,,,26,10
,,,,,,,,,22.8035,10
,,,,,,,,,28.6356,10
,,,,,,,,,46.6905,10
,,,,,,,,,24.7386,10
,,,,,,,,,24.3311,10
,,,,,,,,,24.0832,10
,,,,,,,,,24,10
,,,,,,,,,24,10
,,,,,,,,,24,10
,,,,,,,,,13.4164,10
,,,,,,,,,27.2029,10
,,,,,,,,,26.6833,10
,,,,,,,,,26.3059,10
,,,,,,,,,26,10
,,,,,,,,,22.3607,10
,,,,,,,,,29.5296,10
,,,,,,,,,45.3431,10
,,,,,,,,,22,10
,,,,,,,,,22.0907,10
,,,,,,,,,22.3607,10
,,,,,,,,,22.8035,10
,,,,,,,,,22.8035,10
,,,,,,,,,13.4164,10
,,,,,,,,,27.2029,10
,,,,,,,,,26.6833,10
,,,,,,,,,26,10
,,,,,,,,,22.8035,10
,,,,,,,,,30.4631,10
,,,,,,,,,44.0454,10
,,,,,,,,,22.3607,10
,,,,,,,,,22.8035,10
,,,,,,,,,22.8035,10
,,,,,,,,,12.1655,10
,,,,,,,,,27.2029,10
,,,,,,,,,26.6833,10
,,,,,,,,,26.3059,10
,,,,,,,,,26,10
,,,,,,,,,22.8035,10
,,,,,,,,,29.5296,10
,,,,,,,,,42.8019,10
,,,,,,,,,22.3607,10
,,,,,,,,,22.8035,10
,,,,,,,,,22.8035,10
,,,,,,,,,12.6491,10
,,,,,,,,,27.2029,10
,,,,,,,,,26.6833,10
