 ,Pore Area,Major Pore Axis,Minor Pore Axis,File Name
79,20234,198.9956,129.4638,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
80,15870,298.7935,67.6263,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
81,49,8.9352,6.9824,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
82,12102,174.5693,88.2672,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
83,1645,84.1655,24.8853,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
84,125,16.9137,9.4099,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
85,509,31.6146,20.4994,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
86,101,12.5973,10.2083,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
87,3249,82.1747,50.3410,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
88,432,43.4107,12.6706,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
89,450,36.0308,15.9019,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
90,418,40.1297,13.2623,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
91,28,6.8084,5.2363,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
92,241,25.2487,12.1531,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
93,153,15.7652,12.3567,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
94,4254,118.8878,45.5586,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
95,171,16.2730,13.3795,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
96,161,21.3029,9.6227,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
97,163,22.3293,9.2944,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
98,1884,66.7039,35.9617,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
99,156,14.7625,13.4547,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
100,29,7.5074,4.9184,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
101,3989,97.8732,51.8932,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
102,3737,104.6064,45.4857,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
103,5450,94.2231,73.6460,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
104,14,4.7462,3.7557,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
105,2164,60.0958,45.8483,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
106,86,18.4006,5.9508,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
107,1060,39.1493,34.4741,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
108,371,25.6151,18.4412,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
109,703,47.0135,19.0389,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
110,8907,175.7843,64.5151,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
111,422,44.4396,12.0907,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
112,160,19.4407,10.4790,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
113,6674,102.3010,83.0647,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
114,176,15.9406,14.0578,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
115,1066,55.4451,24.4796,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
116,325,30.5177,13.5594,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
117,83,14.1270,7.4806,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
118,599,34.7518,21.9462,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
119,4043,88.7165,58.0242,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
120,726,37.4897,24.6567,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
121,1513,48.5589,39.6717,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
122,3662,92.9544,50.1601,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
123,58,12.3349,5.9869,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
124,2945,76.9592,48.7231,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
125,931,59.6579,19.8697,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
126,10,4.0494,3.1443,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
127,105,14.5246,9.2044,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
128,8893,163.9660,69.0565,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
129,135,13.9190,12.3491,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
130,921,55.6378,21.0766,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
131,3657,77.3220,60.2188,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
132,695,38.7591,22.8308,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
133,200,20.4011,12.4821,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
134,1573,81.7842,24.4889,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
135,4004,124.4616,40.9608,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
136,608,32.8722,23.5497,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
137,726,36.5501,25.2906,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
138,173,24.7564,8.8975,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
139,263,25.0497,13.3679,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
140,2251,79.4469,36.0752,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
141,303,27.2674,14.1484,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
142,851,49.6802,21.8100,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
143,217,23.2764,11.8701,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
144,286,29.0015,12.5561,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
145,3479,91.0348,48.6583,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
146,2543,73.2210,44.2202,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
147,1065,50.7550,26.7166,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
148,2853,79.7098,45.5722,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
149,117,14.0337,10.6151,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
150,2400,74.0693,41.2556,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
151,4000,81.5783,62.4303,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
152,836,81.7174,13.0257,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
153,495,40.5105,15.5578,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
154,2433,69.1153,44.8206,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
155,568,32.1043,22.5266,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
156,348,31.7412,13.9594,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
157,3050,112.4732,34.5272,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
158,1141,60.1338,24.1589,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
159,658,33.3043,25.1557,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
160,468,38.8413,15.3413,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
161,1662,55.3367,38.2409,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
162,702,54.4286,16.4218,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
163,1084,58.9215,23.4242,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
164,831,40.2708,26.2737,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
165,9869,141.7045,88.6747,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
166,10239,146.9382,88.7224,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
167,153,18.4670,10.5489,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
168,3701,91.4224,51.5438,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
169,53,8.5553,7.8877,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
170,101,12.9334,9.9430,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
171,329,25.5224,16.4129,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
172,1355,61.0737,28.2485,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
173,1759,62.1833,36.0166,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
174,327,32.6466,12.7532,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
175,629,42.5191,18.8355,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
176,87,10.6415,10.4094,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
177,982,40.9126,30.5608,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
178,933,81.7424,14.5326,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
179,935,44.9712,26.4720,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
180,4683,95.0436,62.7352,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
181,128,14.8145,11.0010,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
182,4457,94.1909,60.2482,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
183,3847,95.4418,51.3209,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
184,902,52.9387,21.6942,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
185,176,17.6454,12.6996,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
186,372,44.3254,10.6856,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
187,2871,63.5113,57.5562,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
188,104,15.0270,8.8119,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
189,6391,91.8608,88.5827,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
190,1088,61.1747,22.6447,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
191,2018,64.2949,39.9627,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
192,1558,72.9058,27.2092,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
193,354,29.4576,15.3009,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
194,333,24.4485,17.3421,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
195,1598,54.1866,37.5487,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
196,453,24.9949,23.0758,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
197,1163,68.0738,21.7525,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
198,414,28.4780,18.5098,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
199,1035,52.9697,24.8784,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
200,1049,52.3787,25.4994,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
201,188,17.7232,13.5060,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
202,21,7.3254,3.6500,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
203,182,23.0711,10.0442,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
204,232,18.8879,15.6392,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
205,131,15.9215,10.4760,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
206,34,7.7939,5.5544,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
207,76,11.6029,8.3398,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
208,46,8.7699,6.6784,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
209,262,30.3977,10.9741,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
210,44,9.2462,6.0590,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
211,42,8.2068,6.5161,GelGlu_A 06.06.23 10k_65 KR_segmented_Pore Data2.csv
212,4552,83.7657,69.1905,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
213,323,27.3527,15.0353,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
214,6434,96.8266,84.6051,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
215,1697,53.7816,40.1752,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
216,904,44.5736,25.8226,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
217,684,49.8763,17.4611,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
218,668,46.6530,18.2309,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
219,2286,79.5821,36.5739,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
220,46,8.7217,6.7154,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
221,968,67.9416,18.1405,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
222,109,15.5991,8.8969,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
223,436,44.0779,12.5944,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
224,667,43.7082,19.4300,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
225,8012,134.0339,76.1091,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
226,6983,104.0870,85.4192,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
227,4223,103.4670,51.9672,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
228,153,17.5947,11.0719,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
229,11189,150.3407,94.7600,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
230,5177,99.5878,66.1885,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
231,8820,129.0939,86.9907,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
232,182,16.9053,13.7075,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
233,180,23.2437,9.8600,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
234,1583,57.1798,35.2491,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
235,1270,59.0392,27.3888,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
236,1136,95.0185,15.2223,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
237,668,37.4534,22.7088,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
238,1383,65.4235,26.9152,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
239,5383,116.8941,58.6330,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
240,334,21.6274,19.6631,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
241,8402,139.5693,76.6484,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
242,4861,113.2431,54.6542,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
243,513,31.4609,20.7614,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
244,3970,152.5062,33.1446,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
245,1630,78.3604,26.4851,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
246,359,39.3155,11.6263,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
247,309,23.4513,16.7765,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
248,788,37.4557,26.7867,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
249,4645,93.9375,62.9589,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
250,815,72.2688,14.3588,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
251,5021,119.1395,53.6592,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
252,459,44.8337,13.0352,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
253,14642,144.9454,128.6193,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
254,101,13.8994,9.2520,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
255,2882,109.0439,33.6514,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
256,635,34.5990,23.3680,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
257,2237,75.6022,37.6740,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
258,1122,82.1430,17.3913,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
259,751,36.1777,26.4307,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
260,66,9.3819,8.9570,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
261,7641,134.0854,72.5569,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
262,8995,115.4643,99.1890,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
263,586,38.9498,19.1559,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
264,167,28.5840,7.4388,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
265,20,6.5108,3.9111,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
266,60,10.4488,7.3113,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
267,351,30.1825,14.8068,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
268,13,4.2530,3.8919,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
269,143,16.5924,10.9733,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
270,1455,75.8202,24.4337,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
271,10177,153.1232,84.6231,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
272,11,4.3837,3.1950,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
273,754,45.6693,21.0212,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
274,1307,69.0130,24.1132,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
275,310,27.1336,14.5467,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
276,3317,81.0897,52.0822,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
277,351,26.1420,17.0954,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
278,86,10.8469,10.0949,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
279,779,39.6489,25.0159,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
280,331,27.6204,15.2584,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
281,10088,171.6908,74.8115,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
282,522,43.4171,15.3081,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
